2007-01-29-0000768251-0001209873,,,,,,,,-6100.0,472876.0,2007-01-30,6,2007-01-29,0000768251,0001209873
2013-02-05-0000066740-0001518599,3409.98,17319.98,2013-02-05,1,2013-02-05,0000066740,0001518599,3409.98,17319.98,2013-02-05,1,2013-02-05,0000066740,0001518599
2013-02-05-0000066740-0001518599,,,,,,,,-1178.98,16141.0,2013-02-05,2,2013-02-05,0000066740,0001518599
2013-02-05-0000066740-0001546559,3218.16,5446.16,2013-02-05,1,2013-02-05,0000066740,0001546559,3218.16,5446.16,2013-02-05,1,2013-02-05,0000066740,0001546559
2013-02-05-0000066740-0001546559,,,,,,,,-1116.16,4330.0,2013-02-05,2,2013-02-05,0000066740,0001546559
2009-01-02-0000005272-0001236615,-598386.0,191600886.0,2009-01-02,1,2009-01-02,0000005272,0001236615,-597964.0,191601308.0,2009-01-02,1,2009-01-02,0000005272,0001236615
2008-05-01-0000005272-0001236615,-195117.0,228194068.0,2008-05-01,1,2008-05-01,0000005272,0001236615,-194217.0,228194968.0,2008-05-01,1,2008-05-01,0000005272,0001236615
2004-06-15-0000005272-0001236587,-237.0,0.0,2004-06-15,1,2004-06-15,0000005272,0001236587,-237.0,0.0,2004-06-15,1,2004-06-15,0000005272,0001236587
2011-01-31-0000004962-0001180524,122124.0,921018.0,2011-01-31,1,2011-01-31,0000004962,0001180524,122124.0,921018.0,2011-01-31,1,2011-01-31,0000004962,0001180524
2011-01-31-0000004962-0001180524,-55524.0,865494.0,2011-01-31,2,2011-01-31,0000004962,0001180524,-55524.0,865494.0,2011-01-31,2,2011-01-31,0000004962,0001180524
2010-10-11-0000005272-0001236615,-1870.0,13977265.0,2010-10-10,1,2010-10-11,0000005272,0001236615,-1700.0,13977435.0,2010-10-11,1,2010-10-11,0000005272,0001236615
2006-03-01-0001002910-0001190593,-5133.0,50510.0,2006-03-01,1,2006-03-01,0001002910,0001190593,-5003.0,50640.0,2006-03-01,1,2006-03-01,0001002910,0001190593
2011-12-19-0000005272-0001509066,32317.0,32317.0,2011-12-19,1,2011-12-19,0000005272,0001509066,16396.0,16396.0,2011-12-19,1,2011-12-19,0000005272,0001509066
2011-12-19-0000005272-0001509066,21546.0,53863.0,2011-12-19,2,2011-12-19,0000005272,0001509066,10930.0,27326.0,2011-12-19,2,2011-12-19,0000005272,0001509066
2011-12-19-0000005272-0001509066,21545.0,75408.0,2011-12-19,3,2011-12-19,0000005272,0001509066,10930.0,38256.0,2011-12-19,3,2011-12-19,0000005272,0001509066
2011-12-19-0000005272-0001509066,17548.0,92956.0,2011-12-19,4,2011-12-19,0000005272,0001509066,8903.0,47159.0,2011-12-19,4,2011-12-19,0000005272,0001509066
2006-12-11-0000005272-0001354692,-2107.0,2200496.0,2006-12-11,1,2006-12-11,0000005272,0001354692,-2107.0,2200496.0,2006-12-11,1,2006-12-11,0000005272,0001354692
2013-02-05-0000066740-0001521461,2428.8,3003.8,2013-02-05,1,2013-02-05,0000066740,0001521461,2428.8,3003.8,2013-02-05,1,2013-02-05,0000066740,0001521461
2013-02-05-0000066740-0001527527,6488.76,7121.76,2013-02-05,1,2013-02-05,0000066740,0001527527,6488.76,7121.76,2013-02-05,1,2013-02-05,0000066740,0001527527
2010-10-27-0000882095-0001198229,-12000.0,40006.0,2010-10-27,1,2010-10-27,0000882095,0001198229,-12000.0,40006.0,2010-10-27,1,2010-10-27,0000882095,0001198229
2003-11-03-0000768251-0001227180,-200000.0,103472.0,2003-11-03,1,2003-11-03,0000768251,0001227180,-20000.0,283472.0,2003-11-03,1,2003-11-03,0000768251,0001227180
